id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
6307,184624,44462414,44671509859,27062,9.32,16.96,27733,9.55,29.85,97737,33.66,99.22,0.73,0.72,0.46,0.42,26.0,130.35
6308,158676,44577059,46947342502,24964,9.16,16.15,25339,9.3,27.9,86947,31.92,88.9,0.74,0.72,0.45,0.42,24.1,134.67
6309,125231,26719042,28165106627,22115,8.36,13.5,24803,9.37,36.24,73002,27.59,69.87,0.71,0.69,0.45,0.43,22.13,133.36
6310,100833,18029896,18828687201,19720,7.97,12.27,22686,9.17,23.92,60973,24.66,58.12,0.73,0.72,0.45,0.43,21.05,134.41
6311,90970,12348202,12144248610,18491,7.63,10.6,22077,9.1,23.27,55081,22.71,50.09,0.74,0.72,0.45,0.43,19.1,136.68
6312,65547,8538728,8582107608,14954,6.85,9.12,17394,7.97,20.02,41253,18.91,39.72,0.73,0.72,0.46,0.45,20.09,134.58
6313,81577,14920704,15251913060,17212,7.41,9.88,20195,8.69,24.7,50337,21.67,45.0,0.74,0.73,0.45,0.44,19.0,135.97
6314,90102,11543417,11833330718,17973,7.68,10.84,19488,8.33,24.74,54947,23.49,51.68,0.73,0.72,0.45,0.43,19.16,135.95
6315,106405,18578203,18316000393,19653,8.43,12.79,19759,8.48,26.89,63199,27.12,64.32,0.72,0.71,0.44,0.42,19.16,134.16
6316,125088,24079216,23687347927,21194,8.92,14.11,22272,9.37,31.15,72388,30.45,75.19,0.74,0.73,0.46,0.44,21.06,128.0
6317,149244,30253386,29445932423,23933,9.41,15.53,23411,9.2,33.1,85354,33.55,88.71,0.73,0.72,0.46,0.43,22.1,130.46
6318,150112,33423391,32434128799,24272,9.67,16.16,23923,9.53,33.9,86361,34.41,93.39,0.73,0.72,0.46,0.44,23.64,137.75
6319,147903,31974818,31603479345,25034,9.65,15.74,25718,9.92,34.77,86639,33.41,91.11,0.74,0.72,0.45,0.42,22.51,146.83
6320,159623,27046945,25542257428,26005,9.07,15.16,38290,13.36,138.94,86174,30.07,84.83,0.77,0.75,0.44,0.41,22.06,144.13
6321,148799,31239922,31512225129,26185,9.19,15.36,28632,10.05,34.67,85586,30.04,85.8,0.75,0.74,0.44,0.41,22.92,142.02
6322,150149,34113033,33514246830,26980,9.27,15.97,30349,10.42,34.95,85447,29.34,85.3,0.77,0.76,0.43,0.4,21.89,145.42
6323,146059,35732368,35018685964,26592,9.09,15.08,29826,10.2,36.14,85680,29.29,83.26,0.77,0.76,0.43,0.41,22.45,143.97
6324,147349,28983766,28173449475,26954,9.14,14.87,28832,9.78,34.09,85284,28.93,81.3,0.75,0.74,0.43,0.41,22.48,145.74
6325,188784,31784212,31303696520,26966,9.19,15.43,64222,21.88,412.76,83485,28.44,81.44,0.75,0.74,0.42,0.4,22.13,148.21
6326,141724,36833763,38090695161,26596,9.32,14.98,27036,9.47,35.49,82254,28.81,80.16,0.76,0.75,0.42,0.4,20.66,146.64
6327,155333,33728998,33072610423,28013,9.3,15.23,29195,9.69,34.21,87258,28.97,84.31,0.76,0.74,0.42,0.39,21.0,150.0
6328,150962,34926134,34074196759,26884,9.07,15.11,33015,11.14,87.32,84142,28.4,82.39,0.75,0.73,0.43,0.4,22.22,147.81
6329,166267,40996920,41067457653,27190,9.14,15.61,46059,15.48,149.02,84893,28.54,83.94,0.76,0.74,0.43,0.39,22.16,147.13
6330,178896,49489780,50683699911,28423,9.77,16.23,43906,15.1,136.7,90229,31.03,89.5,0.73,0.72,0.41,0.39,21.48,156.24
6331,167740,38602876,39751033085,27144,9.39,15.74,43104,14.91,212.08,85698,29.64,85.99,0.76,0.74,0.42,0.39,20.93,150.92
6332,129366,28383620,27803774575,24772,8.8,14.13,23951,8.51,18.67,73264,26.03,71.86,0.75,0.74,0.43,0.4,19.61,149.58
6333,114321,24750668,25742730497,22263,8.32,12.36,24126,9.02,27.76,63161,23.6,59.97,0.76,0.74,0.41,0.4,17.99,151.67
6334,93210,16957697,17482631094,20239,8.04,11.16,20953,8.33,18.13,55785,22.17,51.38,0.77,0.75,0.4,0.39,16.52,153.15
6335,84187,13523719,14146345701,18746,7.7,10.24,22330,9.17,27.62,52000,21.36,47.59,0.77,0.76,0.41,0.39,14.91,151.22
6336,72972,9214616,9537061555,17741,7.27,9.34,22096,9.06,23.92,45848,18.8,39.51,0.76,0.75,0.41,0.4,14.88,150.42
6337,70188,10052529,10820359769,17144,7.13,8.77,22126,9.21,23.54,43285,18.01,36.28,0.77,0.76,0.41,0.4,14.59,151.65
6338,71877,9869549,9967503035,17554,7.17,9.17,20915,8.54,20.41,44776,18.29,38.22,0.76,0.75,0.41,0.4,14.2,151.51
6339,86346,10656622,10821882844,18835,7.81,10.83,23022,9.54,25.82,51052,21.17,48.63,0.75,0.74,0.42,0.4,14.64,148.16
6340,97254,16822595,17391415780,20158,8.07,12.11,22447,8.98,23.01,58350,23.35,58.86,0.76,0.75,0.42,0.4,15.42,148.3
6341,120418,21181793,21230232700,22168,8.57,13.36,24280,9.39,27.11,68031,26.3,71.84,0.76,0.74,0.42,0.4,16.88,148.85
6342,145909,33868469,33694479786,23717,9.05,15.15,25302,9.65,31.22,81527,31.11,89.54,0.71,0.7,0.44,0.41,21.42,136.82
6343,156148,38279652,39785258943,23999,9.13,15.45,25345,9.64,34.9,85630,32.56,92.75,0.71,0.69,0.44,0.41,24.57,131.45
6344,165766,41805368,43401484873,25150,9.23,15.98,27117,9.95,40.93,88139,32.34,96.01,0.71,0.7,0.46,0.43,24.75,130.67
6345,178570,41236795,41358441040,25175,9.13,15.93,29556,10.72,38.59,90721,32.92,94.87,0.69,0.68,0.45,0.42,25.49,127.89
6346,166885,40346108,41820415065,25206,9.27,15.74,28383,10.44,36.0,88207,32.45,93.71,0.69,0.68,0.46,0.43,25.31,128.33
6347,168488,46404666,46149962772,26218,9.37,15.96,29143,10.41,34.03,90438,32.31,93.19,0.7,0.69,0.44,0.41,25.87,130.29
6348,168415,39801599,40033427593,26739,9.55,16.75,28493,10.17,32.25,90215,32.21,93.37,0.7,0.68,0.45,0.41,25.69,129.17
6349,158883,40068061,40731612006,25913,9.42,16.65,26970,9.8,32.19,87994,31.99,94.17,0.7,0.69,0.44,0.4,26.42,127.08
6350,155876,38266606,39642773954,25118,9.12,16.06,27190,9.88,32.91,84381,30.65,92.09,0.71,0.7,0.45,0.41,27.76,126.68
6351,161911,41838527,43273219320,25538,9.19,16.06,26685,9.6,30.84,87342,31.42,94.11,0.7,0.69,0.44,0.41,28.09,127.87
6352,168215,43815129,44227437000,25813,9.25,15.96,26638,9.55,32.41,88060,31.56,94.48,0.7,0.68,0.45,0.42,28.43,127.72
6353,191973,54803901,56011866677,27458,9.64,16.66,34427,12.09,47.46,95883,33.67,100.8,0.7,0.69,0.44,0.41,26.73,128.11
6354,191555,47257699,47921631417,26886,9.51,17.33,41389,14.65,110.67,95814,33.9,105.65,0.7,0.68,0.45,0.41,27.67,127.99
6355,172009,42392182,43947692989,26076,9.26,15.99,33731,11.97,71.71,89739,31.86,93.09,0.7,0.68,0.44,0.41,26.73,130.22
6356,154317,40831612,43695870500,24043,8.7,14.28,26828,9.71,47.08,80975,29.31,80.29,0.69,0.68,0.44,0.41,23.99,131.51
6357,127379,29127585,30256018173,22050,8.48,12.96,23353,8.98,22.87,70264,27.02,68.52,0.71,0.7,0.43,0.42,22.14,136.0
6358,106826,20327581,21461212038,19739,8.09,13.84,23574,9.66,27.42,60896,24.95,72.42,0.71,0.7,0.44,0.42,20.47,134.56
6359,91896,13568045,13222738993,17838,7.64,10.77,20316,8.7,23.07,51295,21.98,50.77,0.69,0.68,0.44,0.42,20.75,132.01
6360,80242,11021422,10417086811,17613,7.61,10.2,22065,9.54,25.61,49125,21.23,46.54,0.71,0.7,0.44,0.42,19.36,133.47
6361,78752,12454977,12725073552,17180,7.41,9.95,21283,9.17,24.56,49256,21.23,46.78,0.7,0.69,0.44,0.43,19.06,131.65
6362,80604,9740647,9597899900,17249,7.68,10.76,20233,9.0,25.77,50421,22.44,53.68,0.71,0.7,0.45,0.43,18.5,132.11
6363,99838,22157968,22589300365,18943,8.19,12.55,22540,9.74,32.18,58928,25.47,66.85,0.7,0.68,0.43,0.41,18.68,130.35
6364,114717,20836419,21852662108,20314,8.76,14.82,22350,9.63,28.66,65594,28.27,73.66,0.7,0.69,0.45,0.42,19.07,131.97
6365,127395,25552045,25423525562,22560,9.12,15.51,24016,9.71,31.11,75091,30.35,79.26,0.7,0.68,0.44,0.41,20.87,129.06
6366,148615,32388396,32683414790,24039,9.34,16.16,29826,11.59,76.15,83575,32.48,89.21,0.71,0.69,0.43,0.4,23.58,129.5
6367,157368,34022193,34821722211,24790,9.37,15.63,29413,11.12,35.29,86786,32.8,90.42,0.71,0.7,0.44,0.42,23.88,129.64
6368,161963,38735336,39779506961,26552,9.62,17.06,31781,11.52,37.94,90644,32.85,89.88,0.72,0.7,0.45,0.42,25.25,129.89
6369,164252,39337895,39804668474,26389,9.54,16.66,30781,11.13,35.2,90597,32.75,90.08,0.7,0.69,0.44,0.41,24.94,126.57
6370,160882,41472658,42141909539,26860,9.69,17.1,27717,10.0,32.38,90810,32.76,93.17,0.71,0.69,0.46,0.43,26.78,125.32
6371,169531,40958138,41395826596,27719,9.92,17.44,30249,10.82,36.03,92920,33.25,94.34,0.72,0.71,0.45,0.42,26.55,127.25
6372,164285,40342770,41253263637,27268,9.78,18.17,29959,10.75,34.2,91487,32.81,94.46,0.7,0.69,0.45,0.42,26.51,128.84
6373,170359,42222887,41596343039,27447,10.11,19.44,30472,11.22,38.53,92262,33.98,98.91,0.71,0.7,0.46,0.43,28.22,129.23
6374,180014,57448232,59908570972,29250,10.42,20.76,30036,10.7,36.52,97162,34.61,105.44,0.71,0.7,0.45,0.41,26.59,130.69
6375,176052,50900651,50947911789,29000,10.09,20.1,30181,10.5,36.3,97812,34.02,104.69,0.71,0.69,0.45,0.41,28.21,129.47
6376,179709,52770349,54149765397,29191,10.29,20.55,30708,10.82,35.62,99000,34.9,109.35,0.7,0.68,0.45,0.41,27.9,131.12
6377,182210,48582310,48979488307,28311,9.9,20.0,29924,10.46,35.08,97221,33.99,107.35,0.7,0.68,0.46,0.42,28.73,129.23
6378,181922,47275180,48250651471,27928,10.09,21.13,29770,10.75,36.11,96395,34.81,110.92,0.7,0.68,0.45,0.42,28.02,127.85
6379,168221,45071288,45742639685,26479,9.79,19.81,28767,10.63,36.69,90605,33.48,100.26,0.7,0.69,0.46,0.43,26.09,132.1
6380,142432,38974774,39491595476,24418,9.56,18.65,26273,10.29,33.29,80901,31.69,88.94,0.71,0.7,0.45,0.43,23.62,133.58
6381,166828,32313819,32979252908,22685,9.12,17.32,60743,24.41,292.74,73102,29.38,77.73,0.7,0.69,0.44,0.42,23.13,133.85
6382,125611,22265553,23219258580,19254,8.35,15.73,48486,21.04,245.77,57545,24.97,61.27,0.71,0.7,0.46,0.45,20.05,133.28
6383,113835,13570258,13374083981,17860,7.73,14.29,46682,20.21,288.37,49719,21.52,50.3,0.73,0.72,0.45,0.44,18.07,131.1
6384,105106,10052858,9650139644,17341,7.7,14.21,44967,19.97,229.03,47127,20.93,47.97,0.73,0.71,0.45,0.43,18.24,133.3
6385,95033,10289100,10261650159,17279,7.86,14.48,33993,15.46,123.56,49141,22.35,53.07,0.72,0.71,0.45,0.44,17.65,133.3
6386,109401,10866261,10410928122,17985,8.33,15.18,27537,12.75,80.34,51634,23.9,57.31,0.71,0.7,0.45,0.44,18.08,126.34
6387,119093,17134514,16367145265,19170,8.76,15.79,35826,16.37,137.83,60056,27.45,69.49,0.71,0.7,0.46,0.45,19.71,122.29
6388,119374,19363241,19333511678,19673,9.19,16.14,22714,10.61,33.17,64242,30.02,74.58,0.7,0.69,0.47,0.45,21.01,117.74
6389,146162,29282788,28632556204,22704,9.55,17.01,25984,10.93,39.51,78381,32.97,89.02,0.71,0.7,0.47,0.45,23.8,118.71
6390,155187,25532924,23733127287,24313,9.39,17.62,27411,10.59,44.66,83735,32.34,90.04,0.71,0.7,0.47,0.45,25.5,122.27
6391,166377,31593968,31113740673,25906,10.04,19.18,28331,10.98,45.85,90124,34.93,97.8,0.69,0.68,0.47,0.44,26.36,121.6
6392,155687,30360294,29470729023,25044,9.71,18.44,25917,10.05,39.7,85858,33.29,93.81,0.7,0.69,0.47,0.44,26.95,121.45
6393,165773,34001204,33479535534,26133,10.24,19.81,28117,11.02,43.62,90828,35.6,102.22,0.7,0.69,0.46,0.44,26.48,119.63
6394,166175,34232511,32456220634,26611,10.19,19.64,29531,11.31,44.14,89811,34.38,100.49,0.69,0.68,0.47,0.45,26.69,120.78
6395,183623,30902370,29893354573,26916,9.91,19.41,44401,16.35,232.61,90752,33.41,94.87,0.69,0.68,0.47,0.45,27.74,120.76
6396,183227,29971823,29031577704,25170,9.56,18.43,61488,23.36,312.67,83750,31.82,90.11,0.69,0.68,0.47,0.45,28.4,118.74
6397,256578,32075714,32133448353,25462,10.06,19.55,116888,46.16,737.1,86338,34.1,95.29,0.69,0.68,0.47,0.44,26.12,119.02
6398,248032,49215631,48967064901,27339,10.31,20.8,104794,39.52,597.48,92305,34.81,102.39,0.69,0.68,0.46,0.44,27.49,121.74
6399,318965,44387808,44406080975,28182,10.48,21.14,141364,52.57,946.95,95115,35.37,105.56,0.69,0.68,0.47,0.43,27.61,117.76
6400,244039,46323087,47290777828,29441,10.42,21.39,71774,25.41,335.1,100030,35.41,108.86,0.67,0.66,0.46,0.43,28.66,117.27
6401,215460,48854218,50184540600,29635,10.26,20.77,45559,15.78,201.64,101167,35.04,112.3,0.7,0.69,0.46,0.42,28.45,121.14
6402,207687,58865787,59646020230,29837,10.4,21.24,33068,11.53,38.54,103086,35.94,113.54,0.69,0.68,0.46,0.42,29.55,121.26
6403,197995,51675830,52450047607,27657,10.19,20.76,33871,12.48,77.29,95343,35.14,111.68,0.69,0.68,0.45,0.42,28.55,123.34
6404,173051,37172477,39672378831,23746,9.55,18.61,40467,16.28,148.3,81250,32.68,93.14,0.68,0.67,0.45,0.43,26.13,122.37
6405,128629,27557848,28724415799,20546,8.7,17.25,21798,9.23,29.21,66829,28.29,75.14,0.68,0.67,0.46,0.44,23.93,123.9
6406,108544,16065132,16220609120,18593,8.05,15.39,23212,10.05,31.19,56786,24.58,63.29,0.69,0.68,0.47,0.44,21.88,123.68
6407,99635,12047683,12018340678,17535,7.87,15.4,23374,10.49,34.29,51667,23.18,56.0,0.69,0.68,0.47,0.45,21.53,122.84
6408,82782,8050620,7881710172,16273,7.49,14.81,21182,9.75,30.31,44433,20.46,48.97,0.7,0.7,0.46,0.45,18.83,126.53
6409,91460,8922112,8836108685,17010,7.74,14.65,21757,9.9,33.95,48707,22.17,53.85,0.71,0.7,0.45,0.44,18.58,124.77
6410,97402,12136062,11986725836,17638,8.17,15.55,21035,9.74,33.2,51807,24.0,61.24,0.69,0.68,0.45,0.44,19.88,125.8
6411,114270,15756666,16100813925,19070,8.57,16.57,21691,9.74,35.24,60466,27.16,76.79,0.69,0.68,0.45,0.44,19.17,124.95
6412,113255,17769088,17648210361,19160,8.62,16.15,19999,9.0,33.02,61980,27.89,73.62,0.69,0.69,0.47,0.44,21.37,121.54
6413,140945,23138038,22010463031,21925,9.12,17.48,25573,10.64,41.5,74633,31.05,85.75,0.69,0.68,0.46,0.44,23.43,122.13
6414,142336,26453993,25582105149,22297,9.57,18.32,25325,10.87,41.64,77556,33.29,89.32,0.7,0.69,0.47,0.44,24.55,120.48
6415,146458,27163995,25943542836,22534,9.56,18.64,26153,11.1,45.8,78584,33.35,94.45,0.7,0.69,0.47,0.44,24.47,118.85
6416,150765,24705215,24355485309,23363,9.82,19.34,27777,11.67,48.63,80434,33.8,97.13,0.71,0.71,0.46,0.44,25.72,121.75
6417,153323,30922283,30709576947,23514,9.68,19.04,25519,10.51,41.78,80951,33.34,95.07,0.71,0.7,0.48,0.45,26.79,120.8
6418,153811,35892765,35267138946,23279,9.42,19.55,26010,10.53,44.09,80467,32.58,100.41,0.7,0.69,0.47,0.45,27.68,121.1
6419,169358,37800832,34739194781,25313,9.95,19.89,28684,11.28,47.52,89641,35.24,104.75,0.7,0.69,0.48,0.45,28.15,120.04
6420,170461,32199435,30983152255,24869,9.58,16.89,25380,9.77,40.16,86342,33.25,97.4,0.7,0.69,0.47,0.44,29.43,119.47
6421,162475,39907584,40898250125,24467,9.4,16.49,24629,9.46,39.05,85393,32.79,96.52,0.7,0.68,0.46,0.43,27.95,120.92
6422,169541,42251615,43574488996,25196,9.44,17.14,26002,9.74,35.5,88686,33.22,99.34,0.69,0.68,0.47,0.43,28.24,122.86
6423,177408,43404313,43531303895,25488,9.54,17.35,26226,9.81,35.18,92931,34.77,103.05,0.68,0.67,0.46,0.43,29.89,120.32
6424,180107,43374097,42715272013,25448,9.33,16.84,25836,9.47,32.71,91086,33.39,102.43,0.69,0.68,0.47,0.44,30.54,123.58
6425,189494,43774210,43508366842,26567,9.51,17.7,28315,10.13,40.79,96609,34.58,106.49,0.69,0.68,0.46,0.42,29.03,123.48
6426,196405,60570348,63285725797,26705,9.45,17.72,26506,9.38,29.6,98440,34.85,112.32,0.69,0.68,0.46,0.42,28.52,122.83
6427,181955,47062790,48190550744,25054,9.33,16.95,28287,10.54,31.88,91900,34.23,107.09,0.69,0.68,0.45,0.42,27.76,125.05
6428,162450,41572584,42624074614,22797,8.97,15.5,31520,12.4,42.61,80633,31.72,94.4,0.69,0.67,0.45,0.42,24.15,125.53
6429,140346,32162801,33439530079,20119,8.23,13.29,25572,10.46,32.45,68155,27.88,76.39,0.7,0.69,0.45,0.43,22.93,127.54
6430,114093,21417826,22905200182,17830,7.77,11.89,24053,10.48,35.12,58637,25.54,64.45,0.71,0.7,0.46,0.44,23.38,125.26
6431,98483,13930714,14345691377,16117,7.44,10.38,21900,10.11,30.9,49425,22.82,53.64,0.71,0.71,0.47,0.44,21.1,126.88
6432,89482,10375185,10718305782,15655,7.12,9.55,20485,9.31,25.13,44637,20.29,45.58,0.71,0.7,0.45,0.43,19.64,127.1
6433,86539,9083412,9176039989,15071,7.03,9.67,19664,9.18,28.47,44323,20.68,47.58,0.71,0.7,0.47,0.45,19.49,126.08
6434,98736,12087895,10807157975,16384,7.37,10.92,19914,8.95,26.6,49837,22.41,57.6,0.69,0.68,0.46,0.45,17.5,125.55
6435,105057,14578323,14235553292,17102,8.03,12.71,18741,8.8,27.48,54707,25.68,68.55,0.69,0.68,0.46,0.45,19.25,121.14
6436,108982,16563159,16746754154,17911,8.35,12.9,19868,9.26,43.6,57710,26.89,68.64,0.68,0.67,0.47,0.44,19.92,121.65
6437,126946,22359958,21448224015,20428,8.64,14.33,21876,9.25,35.8,68178,28.84,77.86,0.71,0.7,0.47,0.45,23.67,121.88
6438,130105,22399502,22371780195,20906,8.89,14.89,21042,8.95,33.03,69697,29.63,80.44,0.71,0.7,0.47,0.45,24.38,120.98
6439,135321,23623530,23681317599,21102,8.75,14.81,20650,8.56,32.83,72480,30.05,84.55,0.71,0.7,0.47,0.44,24.87,123.6
6440,148282,30831948,31637351577,22138,8.88,15.28,26083,10.46,46.32,76936,30.85,87.7,0.71,0.69,0.47,0.44,24.53,125.69
6441,152717,34513825,35805917232,22308,8.93,15.67,25835,10.34,42.95,78030,31.22,91.7,0.71,0.7,0.47,0.44,26.19,120.04
6442,151411,29842956,28960595514,21857,8.9,15.26,26645,10.85,48.59,75365,30.69,88.63,0.69,0.69,0.46,0.44,27.32,118.43
6443,162248,37585661,39602872665,23267,8.89,15.63,31006,11.84,57.28,80233,30.65,92.85,0.71,0.71,0.47,0.45,27.53,118.38
6444,144449,31321911,31447807707,22118,8.67,15.23,28806,11.29,53.58,74225,29.09,87.36,0.7,0.69,0.47,0.44,28.55,119.76
6445,151292,32514822,31515726715,22645,8.96,15.54,27863,11.02,49.33,76555,30.28,89.8,0.68,0.67,0.47,0.43,29.64,118.88
6446,173813,43948174,44664707645,24123,9.25,16.59,31201,11.96,49.44,84122,32.24,97.7,0.69,0.67,0.46,0.42,27.06,122.16
6447,176066,47614038,49187733074,24976,9.3,16.51,26043,9.69,33.47,86178,32.07,97.65,0.69,0.68,0.47,0.43,26.76,125.65
6448,170650,43383731,43557880699,25039,9.11,16.68,25047,9.11,28.45,84046,30.58,98.35,0.69,0.68,0.46,0.42,25.29,129.56
6449,179581,53993072,54958404865,25977,9.27,17.08,28025,10.0,35.26,90379,32.26,105.08,0.7,0.69,0.45,0.42,26.49,129.56
6450,194227,53398458,52325950933,26844,9.63,17.69,26627,9.55,28.86,94792,34.0,108.9,0.71,0.69,0.45,0.41,25.97,130.06
6451,165444,39420951,40848292449,24710,9.04,15.78,23256,8.51,25.45,83425,30.54,92.77,0.71,0.7,0.45,0.42,25.23,133.87
6452,137036,29014858,28508548428,21761,8.61,14.38,21572,8.54,21.05,70473,27.9,81.22,0.72,0.71,0.44,0.41,23.01,136.73
6453,123949,22127350,22370526489,19845,7.97,12.37,21144,8.49,21.59,61126,24.54,66.7,0.73,0.71,0.44,0.42,21.12,138.35
6454,87833,20605305,20946186526,16327,7.25,10.52,18112,8.04,20.92,45736,20.31,49.43,0.73,0.72,0.46,0.44,21.73,137.11
6455,87617,20202959,19200734146,16318,7.2,9.84,18347,8.1,20.04,43874,19.36,43.74,0.73,0.72,0.45,0.43,18.59,139.59
6456,71898,9696977,9177184202,14156,6.67,8.71,15679,7.39,15.97,36869,17.38,36.22,0.72,0.71,0.46,0.44,19.27,139.46
6457,85390,9306544,8896929724,15841,7.1,9.41,18321,8.21,20.35,42934,19.24,42.42,0.71,0.7,0.45,0.43,18.68,140.04
6458,86636,9462012,9241397874,15754,7.33,10.35,17123,7.96,19.55,44723,20.8,49.71,0.72,0.71,0.45,0.43,19.78,139.05
6459,90834,10976702,10354588553,16360,7.53,11.47,16903,7.78,20.68,47580,21.89,57.33,0.72,0.71,0.46,0.44,20.66,137.09
6460,100463,16492417,16025866048,17540,8.06,12.41,17858,8.21,26.47,54508,25.06,64.77,0.72,0.71,0.46,0.44,20.79,133.71
6461,115331,19615088,19087297089,19816,8.58,13.35,20710,8.97,29.9,62578,27.09,70.98,0.73,0.72,0.46,0.43,21.94,133.34
6462,121585,20589947,20196545221,21360,8.8,13.66,21133,8.7,29.49,67056,27.62,73.88,0.71,0.71,0.45,0.42,22.32,140.88
6463,133134,27381766,28310727779,21507,8.98,14.82,22470,9.38,32.17,72075,30.09,84.85,0.74,0.73,0.45,0.43,24.55,134.66
6464,133780,23416895,22851055007,22067,8.94,14.82,22106,8.96,31.5,73209,29.68,86.74,0.75,0.74,0.45,0.43,24.93,135.85
6465,139999,25433362,25220372855,22641,8.89,14.61,24314,9.55,32.69,74627,29.3,85.14,0.74,0.73,0.47,0.44,25.13,131.34
6466,136867,23280623,22190914788,22313,8.69,14.62,22634,8.82,28.96,73098,28.48,83.78,0.73,0.73,0.47,0.44,26.48,132.34
6467,135510,26281263,25865205226,22787,8.87,15.38,23786,9.26,29.63,73077,28.43,83.94,0.73,0.72,0.46,0.44,25.62,133.29
6468,128059,25951958,25829283711,21877,8.85,14.58,20532,8.3,25.16,68514,27.7,79.01,0.73,0.72,0.45,0.42,25.22,131.92
6469,137828,30455313,31572271125,23502,9.08,15.74,23312,9.01,27.09,73735,28.49,85.22,0.73,0.71,0.44,0.42,23.76,135.72
6470,141012,33851931,34931327267,23714,9.14,15.77,25399,9.79,31.15,75380,29.05,87.08,0.74,0.73,0.45,0.42,23.79,137.5
6471,143144,32944709,33636224283,23914,9.03,15.6,24067,9.09,27.04,75145,28.37,87.54,0.74,0.73,0.45,0.42,25.09,138.0
6472,131581,36016150,35447120540,22936,8.73,15.21,21792,8.3,22.91,73055,27.82,85.13,0.73,0.72,0.46,0.42,24.62,137.32
6473,149995,39449136,39050569344,24278,9.06,15.89,23243,8.67,23.81,80190,29.91,93.26,0.72,0.71,0.44,0.42,26.09,136.05
6474,153381,40555171,41385266989,25148,9.36,16.62,23854,8.88,25.63,83434,31.05,96.2,0.73,0.72,0.45,0.41,25.27,136.09
6475,146053,42712221,45014216873,23816,9.07,15.51,23481,8.94,22.1,78102,29.74,87.6,0.74,0.72,0.45,0.42,24.88,138.13
6476,132039,26796291,26435242353,21538,8.81,14.44,26353,10.78,68.47,66730,27.29,74.5,0.73,0.72,0.45,0.42,23.32,139.6
6477,113232,20424919,20702672697,19053,8.21,12.22,21245,9.15,27.21,56809,24.47,64.24,0.72,0.71,0.44,0.42,21.49,142.65
6478,83233,15514679,15639921630,16539,7.5,10.67,17139,7.77,16.14,45520,20.64,49.55,0.73,0.72,0.44,0.42,19.89,141.12
6479,72736,9228229,9386303242,14745,6.94,9.23,16810,7.91,17.72,39581,18.64,41.97,0.73,0.72,0.45,0.43,17.76,140.19
6480,64278,6172190,6211001957,13661,6.58,8.19,15668,7.55,16.27,34850,16.8,34.71,0.73,0.72,0.45,0.44,17.63,140.89
6481,67013,7687431,7757002382,14192,6.71,8.29,16412,7.76,16.44,36538,17.28,37.13,0.73,0.72,0.44,0.43,16.92,142.32
6482,66883,8340966,8209076591,14441,6.89,8.94,15091,7.2,15.3,37411,17.85,38.84,0.71,0.71,0.45,0.44,17.09,143.77
6483,80566,10246045,9906781212,16104,7.47,10.68,16918,7.85,18.3,44859,20.81,52.02,0.73,0.72,0.45,0.43,17.77,141.55
6484,94257,13931029,13913492524,17488,7.91,11.67,18127,8.2,20.43,51258,23.18,58.56,0.73,0.72,0.44,0.42,19.53,139.33
6485,105869,20929051,20985527250,19571,8.39,12.73,19540,8.38,24.21,59722,25.61,67.31,0.73,0.72,0.45,0.42,20.91,140.38
6486,116261,27478851,27398202431,20635,8.54,13.44,20376,8.43,25.35,64672,26.77,70.82,0.72,0.71,0.45,0.43,22.26,138.14
6487,156567,32618661,31562332043,23455,9.18,15.17,38807,15.19,211.0,76341,29.88,81.48,0.71,0.7,0.45,0.42,23.2,134.49
6488,135756,31112377,30252038449,22172,8.9,14.77,26618,10.68,62.45,71126,28.54,78.84,0.72,0.7,0.45,0.42,23.68,133.81
6489,138409,31870344,31217381844,23021,9.15,15.23,24905,9.89,38.28,73314,29.13,81.71,0.71,0.69,0.45,0.41,25.56,130.4
6490,134863,27395998,26462015892,22312,8.96,15.4,27034,10.86,63.24,71347,28.66,82.46,0.72,0.71,0.46,0.42,25.52,132.08
6491,136823,27995823,27596908817,23029,8.97,16.0,26071,10.16,50.35,73890,28.8,84.49,0.71,0.69,0.46,0.43,25.87,127.98
6492,136105,31352824,31982605792,23137,8.8,15.29,23692,9.01,27.29,72853,27.71,82.03,0.71,0.7,0.45,0.42,26.18,130.8
6493,132050,27852638,27769093348,23172,9.07,15.14,22648,8.86,25.03,71682,28.04,80.79,0.72,0.7,0.44,0.41,25.66,131.31
6494,143294,35254670,35291728826,24209,8.96,15.13,26110,9.66,28.44,75903,28.09,82.69,0.72,0.71,0.45,0.42,26.5,129.22
6495,148774,35113054,35108735044,23980,9.1,15.85,24215,9.19,27.12,76494,29.03,88.29,0.71,0.7,0.45,0.41,27.36,127.61
6496,148917,35478653,35210586607,24456,9.36,17.2,25085,9.6,39.71,77741,29.74,87.78,0.71,0.7,0.45,0.41,27.72,131.27
6497,153031,40425479,41622182676,24409,9.2,17.09,24342,9.18,31.41,79450,29.96,92.19,0.71,0.7,0.45,0.41,26.46,132.22
6498,161308,40247430,40432157158,24783,9.27,17.53,24114,9.02,27.97,82453,30.84,95.94,0.7,0.69,0.45,0.41,26.14,132.52
